,ask_exchange,ask_price,ask_size,bid_exchange,bid_price,bid_size,participant_timestamp,sequence_number,sip_timestamp
539,323,0.03,1,323,0.0,0,0,472026,1684848600158832384
540,303,0.01,99,301,0.0,0,0,1805718829,1684785597857004544
541,325,0.01,98,301,0.0,0,0,1785116238,1684785339090092544
542,313,0.01,120,304,0.0,0,0,1785112879,1684785339084184832
543,319,0.01,40,312,0.0,0,0,1779270604,1684785280260453120
544,325,0.01,98,323,0.0,0,0,1766588768,1684785130707730432
545,313,0.01,120,304,0.0,0,0,1755320363,1684785020004216064
546,325,0.01,98,309,0.0,0,0,1706971645,1684784387984266752
547,325,0.01,98,301,0.0,0,0,1660518917,1684783710295628544
548,325,0.01,98,301,0.0,0,0,1649172033,1684783567599985408
549,313,0.01,120,309,0.0,0,0,1609403363,1684782963802973952
550,325,0.04,80,315,0.0,0,0,1595451865,1684782733345495552
