,ask_exchange,ask_price,ask_size,bid_exchange,bid_price,bid_size,participant_timestamp,sequence_number,sip_timestamp
123,325,0.01,291,301,0,0,0,621904992,1685729495588482560
124,325,0.01,347,309,0,0,0,621495527,1685729474240108288
125,325,0.01,291,323,0,0,0,621397068,1685729473756652800
126,325,0.01,347,313,0,0,0,618452907,1685729335767897088
127,325,0.01,347,313,0,0,0,617487201,1685729300317725952
128,325,0.01,347,313,0,0,0,616001771,1685729267234440960
129,325,0.01,306,309,0,0,0,614519329,1685729230231407872
130,325,0.01,291,313,0,0,0,613660721,1685729191952804096
131,325,0.01,291,313,0,0,0,611798958,1685729100114330624
132,325,0.01,347,303,0,0,0,611586680,1685729092994721024
133,325,0.01,291,300,0,0,0,611265214,1685729086635422976
134,325,0.01,291,313,0,0,0,610788326,1685729072403188224
135,325,0.01,291,313,0,0,0,609426542,1685729014437414656
136,325,0.01,347,313,0,0,0,609227424,1685729011197663232
137,325,0.01,347,309,0,0,0,607589901,1685728893287817728
138,325,0.01,291,301,0,0,0,607567447,1685728893153347072
139,325,0.01,347,322,0,0,0,607096759,1685728869149206016
140,325,0.01,291,302,0,0,0,607067744,1685728869026012416
141,322,0.01,354,303,0,0,0,601806372,1685728486492573440
142,325,0.01,291,313,0,0,0,595893137,1685728057770428160
143,325,0.01,291,313,0,0,0,594204489,1685727947189834240
144,325,0.01,347,313,0,0,0,593790690,1685727925793643008
