,additional_underlyings,cfi,contract_type,correction,exercise_style,expiration_date,primary_exchange,shares_per_contract,strike_price,ticker,underlying_ticker
1557,,OPASPS,put,,american,2024-12-20,BATO,100,80.0,O:AAPL241220P00080000,AAPL
1558,,OPASPS,put,,american,2024-12-20,BATO,100,85.0,O:AAPL241220P00085000,AAPL
1559,,OPASPS,put,,american,2024-12-20,BATO,100,90.0,O:AAPL241220P00090000,AAPL
1560,,OPASPS,put,,american,2024-12-20,BATO,100,95.0,O:AAPL241220P00095000,AAPL
1561,,OPASPS,put,,american,2024-12-20,BATO,100,100.0,O:AAPL241220P00100000,AAPL
1562,,OPASPS,put,,american,2024-12-20,BATO,100,105.0,O:AAPL241220P00105000,AAPL
1563,,OPASPS,put,,american,2024-12-20,BATO,100,110.0,O:AAPL241220P00110000,AAPL
1564,,OPASPS,put,,american,2024-12-20,BATO,100,115.0,O:AAPL241220P00115000,AAPL
1565,,OPASPS,put,,american,2024-12-20,BATO,100,120.0,O:AAPL241220P00120000,AAPL
1566,,OPASPS,put,,american,2024-12-20,BATO,100,125.0,O:AAPL241220P00125000,AAPL
1567,,OPASPS,put,,american,2024-12-20,BATO,100,130.0,O:AAPL241220P00130000,AAPL
1568,,OPASPS,put,,american,2024-12-20,BATO,100,135.0,O:AAPL241220P00135000,AAPL
1569,,OPASPS,put,,american,2024-12-20,BATO,100,140.0,O:AAPL241220P00140000,AAPL
1570,,OPASPS,put,,american,2024-12-20,BATO,100,145.0,O:AAPL241220P00145000,AAPL
1571,,OPASPS,put,,american,2024-12-20,BATO,100,150.0,O:AAPL241220P00150000,AAPL
1572,,OPASPS,put,,american,2024-12-20,BATO,100,155.0,O:AAPL241220P00155000,AAPL
1573,,OPASPS,put,,american,2024-12-20,BATO,100,160.0,O:AAPL241220P00160000,AAPL
1574,,OPASPS,put,,american,2024-12-20,BATO,100,165.0,O:AAPL241220P00165000,AAPL
1575,,OPASPS,put,,american,2024-12-20,BATO,100,170.0,O:AAPL241220P00170000,AAPL
1576,,OPASPS,put,,american,2024-12-20,BATO,100,175.0,O:AAPL241220P00175000,AAPL
1577,,OPASPS,put,,american,2024-12-20,BATO,100,180.0,O:AAPL241220P00180000,AAPL
1578,,OPASPS,put,,american,2024-12-20,BATO,100,185.0,O:AAPL241220P00185000,AAPL
1579,,OPASPS,put,,american,2024-12-20,BATO,100,190.0,O:AAPL241220P00190000,AAPL
1580,,OPASPS,put,,american,2024-12-20,BATO,100,195.0,O:AAPL241220P00195000,AAPL
1581,,OPASPS,put,,american,2024-12-20,BATO,100,200.0,O:AAPL241220P00200000,AAPL
1582,,OPASPS,put,,american,2024-12-20,BATO,100,205.0,O:AAPL241220P00205000,AAPL
1583,,OPASPS,put,,american,2024-12-20,BATO,100,210.0,O:AAPL241220P00210000,AAPL
1584,,OPASPS,put,,american,2024-12-20,BATO,100,215.0,O:AAPL241220P00215000,AAPL
1585,,OPASPS,put,,american,2024-12-20,BATO,100,220.0,O:AAPL241220P00220000,AAPL
1586,,OPASPS,put,,american,2024-12-20,BATO,100,225.0,O:AAPL241220P00225000,AAPL
1587,,OPASPS,put,,american,2024-12-20,BATO,100,230.0,O:AAPL241220P00230000,AAPL
1588,,OPASPS,put,,american,2024-12-20,BATO,100,235.0,O:AAPL241220P00235000,AAPL
1589,,OPASPS,put,,american,2024-12-20,BATO,100,240.0,O:AAPL241220P00240000,AAPL
1590,,OPASPS,put,,american,2024-12-20,BATO,100,245.0,O:AAPL241220P00245000,AAPL
1591,,OPASPS,put,,american,2024-12-20,BATO,100,250.0,O:AAPL241220P00250000,AAPL
1592,,OPASPS,put,,american,2024-12-20,BATO,100,255.0,O:AAPL241220P00255000,AAPL
1593,,OPASPS,put,,american,2024-12-20,BATO,100,260.0,O:AAPL241220P00260000,AAPL
1594,,OPASPS,put,,american,2024-12-20,BATO,100,265.0,O:AAPL241220P00265000,AAPL
1595,,OPASPS,put,,american,2024-12-20,BATO,100,270.0,O:AAPL241220P00270000,AAPL
1596,,OPASPS,put,,american,2024-12-20,BATO,100,275.0,O:AAPL241220P00275000,AAPL
1597,,OPASPS,put,,american,2024-12-20,BATO,100,280.0,O:AAPL241220P00280000,AAPL
1598,,OPASPS,put,,american,2024-12-20,BATO,100,285.0,O:AAPL241220P00285000,AAPL
1599,,OPASPS,put,,american,2024-12-20,BATO,100,290.0,O:AAPL241220P00290000,AAPL
1600,,OPASPS,put,,american,2024-12-20,BATO,100,295.0,O:AAPL241220P00295000,AAPL
1601,,OPASPS,put,,american,2024-12-20,BATO,100,300.0,O:AAPL241220P00300000,AAPL
1602,,OPASPS,put,,american,2024-12-20,BATO,100,305.0,O:AAPL241220P00305000,AAPL
1603,,OPASPS,put,,american,2024-12-20,BATO,100,310.0,O:AAPL241220P00310000,AAPL
1604,,OCASPS,call,,american,2025-01-17,BATO,100,50.0,O:AAPL250117C00050000,AAPL
1605,,OCASPS,call,,american,2025-01-17,BATO,100,55.0,O:AAPL250117C00055000,AAPL
1606,,OCASPS,call,,american,2025-01-17,BATO,100,60.0,O:AAPL250117C00060000,AAPL
1607,,OCASPS,call,,american,2025-01-17,BATO,100,65.0,O:AAPL250117C00065000,AAPL
1608,,OCASPS,call,,american,2025-01-17,BATO,100,70.0,O:AAPL250117C00070000,AAPL
1609,,OCASPS,call,,american,2025-01-17,BATO,100,75.0,O:AAPL250117C00075000,AAPL
1610,,OCASPS,call,,american,2025-01-17,BATO,100,80.0,O:AAPL250117C00080000,AAPL
1611,,OCASPS,call,,american,2025-01-17,BATO,100,85.0,O:AAPL250117C00085000,AAPL
1612,,OCASPS,call,,american,2025-01-17,BATO,100,90.0,O:AAPL250117C00090000,AAPL
1613,,OCASPS,call,,american,2025-01-17,BATO,100,95.0,O:AAPL250117C00095000,AAPL
1614,,OCASPS,call,,american,2025-01-17,BATO,100,100.0,O:AAPL250117C00100000,AAPL
1615,,OCASPS,call,,american,2025-01-17,BATO,100,105.0,O:AAPL250117C00105000,AAPL
1616,,OCASPS,call,,american,2025-01-17,BATO,100,110.0,O:AAPL250117C00110000,AAPL
1617,,OCASPS,call,,american,2025-01-17,BATO,100,115.0,O:AAPL250117C00115000,AAPL
1618,,OCASPS,call,,american,2025-01-17,BATO,100,120.0,O:AAPL250117C00120000,AAPL
1619,,OCASPS,call,,american,2025-01-17,BATO,100,125.0,O:AAPL250117C00125000,AAPL
1620,,OCASPS,call,,american,2025-01-17,BATO,100,130.0,O:AAPL250117C00130000,AAPL
1621,,OCASPS,call,,american,2025-01-17,BATO,100,135.0,O:AAPL250117C00135000,AAPL
1622,,OCASPS,call,,american,2025-01-17,BATO,100,140.0,O:AAPL250117C00140000,AAPL
1623,,OCASPS,call,,american,2025-01-17,BATO,100,145.0,O:AAPL250117C00145000,AAPL
1624,,OCASPS,call,,american,2025-01-17,BATO,100,150.0,O:AAPL250117C00150000,AAPL
1625,,OCASPS,call,,american,2025-01-17,BATO,100,155.0,O:AAPL250117C00155000,AAPL
1626,,OCASPS,call,,american,2025-01-17,BATO,100,160.0,O:AAPL250117C00160000,AAPL
1627,,OCASPS,call,,american,2025-01-17,BATO,100,165.0,O:AAPL250117C00165000,AAPL
1628,,OCASPS,call,,american,2025-01-17,BATO,100,170.0,O:AAPL250117C00170000,AAPL
1629,,OCASPS,call,,american,2025-01-17,BATO,100,175.0,O:AAPL250117C00175000,AAPL
1630,,OCASPS,call,,american,2025-01-17,BATO,100,180.0,O:AAPL250117C00180000,AAPL
1631,,OCASPS,call,,american,2025-01-17,BATO,100,185.0,O:AAPL250117C00185000,AAPL
1632,,OCASPS,call,,american,2025-01-17,BATO,100,190.0,O:AAPL250117C00190000,AAPL
1633,,OCASPS,call,,american,2025-01-17,BATO,100,195.0,O:AAPL250117C00195000,AAPL
1634,,OCASPS,call,,american,2025-01-17,BATO,100,200.0,O:AAPL250117C00200000,AAPL
1635,,OCASPS,call,,american,2025-01-17,BATO,100,205.0,O:AAPL250117C00205000,AAPL
1636,,OCASPS,call,,american,2025-01-17,BATO,100,210.0,O:AAPL250117C00210000,AAPL
1637,,OCASPS,call,,american,2025-01-17,BATO,100,215.0,O:AAPL250117C00215000,AAPL
1638,,OCASPS,call,,american,2025-01-17,BATO,100,220.0,O:AAPL250117C00220000,AAPL
1639,,OCASPS,call,,american,2025-01-17,BATO,100,225.0,O:AAPL250117C00225000,AAPL
1640,,OCASPS,call,,american,2025-01-17,BATO,100,230.0,O:AAPL250117C00230000,AAPL
1641,,OCASPS,call,,american,2025-01-17,BATO,100,235.0,O:AAPL250117C00235000,AAPL
1642,,OCASPS,call,,american,2025-01-17,BATO,100,240.0,O:AAPL250117C00240000,AAPL
1643,,OCASPS,call,,american,2025-01-17,BATO,100,245.0,O:AAPL250117C00245000,AAPL
1644,,OCASPS,call,,american,2025-01-17,BATO,100,250.0,O:AAPL250117C00250000,AAPL
1645,,OCASPS,call,,american,2025-01-17,BATO,100,255.0,O:AAPL250117C00255000,AAPL
1646,,OCASPS,call,,american,2025-01-17,BATO,100,260.0,O:AAPL250117C00260000,AAPL
1647,,OCASPS,call,,american,2025-01-17,BATO,100,265.0,O:AAPL250117C00265000,AAPL
1648,,OCASPS,call,,american,2025-01-17,BATO,100,270.0,O:AAPL250117C00270000,AAPL
1649,,OCASPS,call,,american,2025-01-17,BATO,100,275.0,O:AAPL250117C00275000,AAPL
1650,,OCASPS,call,,american,2025-01-17,BATO,100,280.0,O:AAPL250117C00280000,AAPL
1651,,OCASPS,call,,american,2025-01-17,BATO,100,285.0,O:AAPL250117C00285000,AAPL
1652,,OCASPS,call,,american,2025-01-17,BATO,100,290.0,O:AAPL250117C00290000,AAPL
1653,,OCASPS,call,,american,2025-01-17,BATO,100,300.0,O:AAPL250117C00300000,AAPL
1654,,OCASPS,call,,american,2025-01-17,BATO,100,310.0,O:AAPL250117C00310000,AAPL
1655,,OPASPS,put,,american,2025-01-17,BATO,100,50.0,O:AAPL250117P00050000,AAPL
1656,,OPASPS,put,,american,2025-01-17,BATO,100,55.0,O:AAPL250117P00055000,AAPL
1657,,OPASPS,put,,american,2025-01-17,BATO,100,60.0,O:AAPL250117P00060000,AAPL
1658,,OPASPS,put,,american,2025-01-17,BATO,100,65.0,O:AAPL250117P00065000,AAPL
1659,,OPASPS,put,,american,2025-01-17,BATO,100,70.0,O:AAPL250117P00070000,AAPL
1660,,OPASPS,put,,american,2025-01-17,BATO,100,75.0,O:AAPL250117P00075000,AAPL
1661,,OPASPS,put,,american,2025-01-17,BATO,100,80.0,O:AAPL250117P00080000,AAPL
1662,,OPASPS,put,,american,2025-01-17,BATO,100,85.0,O:AAPL250117P00085000,AAPL
1663,,OPASPS,put,,american,2025-01-17,BATO,100,90.0,O:AAPL250117P00090000,AAPL
1664,,OPASPS,put,,american,2025-01-17,BATO,100,95.0,O:AAPL250117P00095000,AAPL
1665,,OPASPS,put,,american,2025-01-17,BATO,100,100.0,O:AAPL250117P00100000,AAPL
1666,,OPASPS,put,,american,2025-01-17,BATO,100,105.0,O:AAPL250117P00105000,AAPL
1667,,OPASPS,put,,american,2025-01-17,BATO,100,110.0,O:AAPL250117P00110000,AAPL
1668,,OPASPS,put,,american,2025-01-17,BATO,100,115.0,O:AAPL250117P00115000,AAPL
1669,,OPASPS,put,,american,2025-01-17,BATO,100,120.0,O:AAPL250117P00120000,AAPL
1670,,OPASPS,put,,american,2025-01-17,BATO,100,125.0,O:AAPL250117P00125000,AAPL
1671,,OPASPS,put,,american,2025-01-17,BATO,100,130.0,O:AAPL250117P00130000,AAPL
1672,,OPASPS,put,,american,2025-01-17,BATO,100,135.0,O:AAPL250117P00135000,AAPL
1673,,OPASPS,put,,american,2025-01-17,BATO,100,140.0,O:AAPL250117P00140000,AAPL
1674,,OPASPS,put,,american,2025-01-17,BATO,100,145.0,O:AAPL250117P00145000,AAPL
1675,,OPASPS,put,,american,2025-01-17,BATO,100,150.0,O:AAPL250117P00150000,AAPL
1676,,OPASPS,put,,american,2025-01-17,BATO,100,155.0,O:AAPL250117P00155000,AAPL
1677,,OPASPS,put,,american,2025-01-17,BATO,100,160.0,O:AAPL250117P00160000,AAPL
1678,,OPASPS,put,,american,2025-01-17,BATO,100,165.0,O:AAPL250117P00165000,AAPL
1679,,OPASPS,put,,american,2025-01-17,BATO,100,170.0,O:AAPL250117P00170000,AAPL
1680,,OPASPS,put,,american,2025-01-17,BATO,100,175.0,O:AAPL250117P00175000,AAPL
1681,,OPASPS,put,,american,2025-01-17,BATO,100,180.0,O:AAPL250117P00180000,AAPL
1682,,OPASPS,put,,american,2025-01-17,BATO,100,185.0,O:AAPL250117P00185000,AAPL
1683,,OPASPS,put,,american,2025-01-17,BATO,100,190.0,O:AAPL250117P00190000,AAPL
1684,,OPASPS,put,,american,2025-01-17,BATO,100,195.0,O:AAPL250117P00195000,AAPL
1685,,OPASPS,put,,american,2025-01-17,BATO,100,200.0,O:AAPL250117P00200000,AAPL
1686,,OPASPS,put,,american,2025-01-17,BATO,100,205.0,O:AAPL250117P00205000,AAPL
1687,,OPASPS,put,,american,2025-01-17,BATO,100,210.0,O:AAPL250117P00210000,AAPL
1688,,OPASPS,put,,american,2025-01-17,BATO,100,215.0,O:AAPL250117P00215000,AAPL
1689,,OPASPS,put,,american,2025-01-17,BATO,100,220.0,O:AAPL250117P00220000,AAPL
1690,,OPASPS,put,,american,2025-01-17,BATO,100,225.0,O:AAPL250117P00225000,AAPL
1691,,OPASPS,put,,american,2025-01-17,BATO,100,230.0,O:AAPL250117P00230000,AAPL
1692,,OPASPS,put,,american,2025-01-17,BATO,100,235.0,O:AAPL250117P00235000,AAPL
1693,,OPASPS,put,,american,2025-01-17,BATO,100,240.0,O:AAPL250117P00240000,AAPL
1694,,OPASPS,put,,american,2025-01-17,BATO,100,245.0,O:AAPL250117P00245000,AAPL
1695,,OPASPS,put,,american,2025-01-17,BATO,100,250.0,O:AAPL250117P00250000,AAPL
1696,,OPASPS,put,,american,2025-01-17,BATO,100,255.0,O:AAPL250117P00255000,AAPL
1697,,OPASPS,put,,american,2025-01-17,BATO,100,260.0,O:AAPL250117P00260000,AAPL
1698,,OPASPS,put,,american,2025-01-17,BATO,100,265.0,O:AAPL250117P00265000,AAPL
1699,,OPASPS,put,,american,2025-01-17,BATO,100,270.0,O:AAPL250117P00270000,AAPL
1700,,OPASPS,put,,american,2025-01-17,BATO,100,275.0,O:AAPL250117P00275000,AAPL
1701,,OPASPS,put,,american,2025-01-17,BATO,100,280.0,O:AAPL250117P00280000,AAPL
1702,,OPASPS,put,,american,2025-01-17,BATO,100,285.0,O:AAPL250117P00285000,AAPL
1703,,OPASPS,put,,american,2025-01-17,BATO,100,290.0,O:AAPL250117P00290000,AAPL
1704,,OPASPS,put,,american,2025-01-17,BATO,100,300.0,O:AAPL250117P00300000,AAPL
1705,,OPASPS,put,,american,2025-01-17,BATO,100,310.0,O:AAPL250117P00310000,AAPL
1706,,OCASPS,call,,american,2025-06-20,BATO,100,50.0,O:AAPL250620C00050000,AAPL
1707,,OCASPS,call,,american,2025-06-20,BATO,100,55.0,O:AAPL250620C00055000,AAPL
1708,,OCASPS,call,,american,2025-06-20,BATO,100,60.0,O:AAPL250620C00060000,AAPL
1709,,OCASPS,call,,american,2025-06-20,BATO,100,65.0,O:AAPL250620C00065000,AAPL
1710,,OCASPS,call,,american,2025-06-20,BATO,100,70.0,O:AAPL250620C00070000,AAPL
1711,,OCASPS,call,,american,2025-06-20,BATO,100,75.0,O:AAPL250620C00075000,AAPL
1712,,OCASPS,call,,american,2025-06-20,BATO,100,80.0,O:AAPL250620C00080000,AAPL
1713,,OCASPS,call,,american,2025-06-20,BATO,100,85.0,O:AAPL250620C00085000,AAPL
1714,,OCASPS,call,,american,2025-06-20,BATO,100,90.0,O:AAPL250620C00090000,AAPL
1715,,OCASPS,call,,american,2025-06-20,BATO,100,95.0,O:AAPL250620C00095000,AAPL
1716,,OCASPS,call,,american,2025-06-20,BATO,100,100.0,O:AAPL250620C00100000,AAPL
1717,,OCASPS,call,,american,2025-06-20,BATO,100,105.0,O:AAPL250620C00105000,AAPL
1718,,OCASPS,call,,american,2025-06-20,BATO,100,110.0,O:AAPL250620C00110000,AAPL
1719,,OCASPS,call,,american,2025-06-20,BATO,100,115.0,O:AAPL250620C00115000,AAPL
1720,,OCASPS,call,,american,2025-06-20,BATO,100,120.0,O:AAPL250620C00120000,AAPL
1721,,OCASPS,call,,american,2025-06-20,BATO,100,125.0,O:AAPL250620C00125000,AAPL
1722,,OCASPS,call,,american,2025-06-20,BATO,100,130.0,O:AAPL250620C00130000,AAPL
1723,,OCASPS,call,,american,2025-06-20,BATO,100,135.0,O:AAPL250620C00135000,AAPL
1724,,OCASPS,call,,american,2025-06-20,BATO,100,140.0,O:AAPL250620C00140000,AAPL
1725,,OCASPS,call,,american,2025-06-20,BATO,100,145.0,O:AAPL250620C00145000,AAPL
1726,,OCASPS,call,,american,2025-06-20,BATO,100,150.0,O:AAPL250620C00150000,AAPL
1727,,OCASPS,call,,american,2025-06-20,BATO,100,155.0,O:AAPL250620C00155000,AAPL
1728,,OCASPS,call,,american,2025-06-20,BATO,100,160.0,O:AAPL250620C00160000,AAPL
1729,,OCASPS,call,,american,2025-06-20,BATO,100,165.0,O:AAPL250620C00165000,AAPL
1730,,OCASPS,call,,american,2025-06-20,BATO,100,170.0,O:AAPL250620C00170000,AAPL
1731,,OCASPS,call,,american,2025-06-20,BATO,100,175.0,O:AAPL250620C00175000,AAPL
1732,,OCASPS,call,,american,2025-06-20,BATO,100,180.0,O:AAPL250620C00180000,AAPL
1733,,OCASPS,call,,american,2025-06-20,BATO,100,185.0,O:AAPL250620C00185000,AAPL
1734,,OCASPS,call,,american,2025-06-20,BATO,100,190.0,O:AAPL250620C00190000,AAPL
1735,,OCASPS,call,,american,2025-06-20,BATO,100,195.0,O:AAPL250620C00195000,AAPL
1736,,OCASPS,call,,american,2025-06-20,BATO,100,200.0,O:AAPL250620C00200000,AAPL
1737,,OCASPS,call,,american,2025-06-20,BATO,100,205.0,O:AAPL250620C00205000,AAPL
1738,,OCASPS,call,,american,2025-06-20,BATO,100,210.0,O:AAPL250620C00210000,AAPL
1739,,OCASPS,call,,american,2025-06-20,BATO,100,215.0,O:AAPL250620C00215000,AAPL
1740,,OCASPS,call,,american,2025-06-20,BATO,100,220.0,O:AAPL250620C00220000,AAPL
1741,,OCASPS,call,,american,2025-06-20,BATO,100,225.0,O:AAPL250620C00225000,AAPL
1742,,OCASPS,call,,american,2025-06-20,BATO,100,230.0,O:AAPL250620C00230000,AAPL
1743,,OCASPS,call,,american,2025-06-20,BATO,100,235.0,O:AAPL250620C00235000,AAPL
1744,,OCASPS,call,,american,2025-06-20,BATO,100,240.0,O:AAPL250620C00240000,AAPL
1745,,OCASPS,call,,american,2025-06-20,BATO,100,245.0,O:AAPL250620C00245000,AAPL
1746,,OCASPS,call,,american,2025-06-20,BATO,100,250.0,O:AAPL250620C00250000,AAPL
1747,,OCASPS,call,,american,2025-06-20,BATO,100,260.0,O:AAPL250620C00260000,AAPL
1748,,OCASPS,call,,american,2025-06-20,BATO,100,270.0,O:AAPL250620C00270000,AAPL
1749,,OCASPS,call,,american,2025-06-20,BATO,100,280.0,O:AAPL250620C00280000,AAPL
1750,,OCASPS,call,,american,2025-06-20,BATO,100,290.0,O:AAPL250620C00290000,AAPL
1751,,OCASPS,call,,american,2025-06-20,BATO,100,300.0,O:AAPL250620C00300000,AAPL
1752,,OCASPS,call,,american,2025-06-20,BATO,100,310.0,O:AAPL250620C00310000,AAPL
1753,,OPASPS,put,,american,2025-06-20,BATO,100,50.0,O:AAPL250620P00050000,AAPL
1754,,OPASPS,put,,american,2025-06-20,BATO,100,55.0,O:AAPL250620P00055000,AAPL
1755,,OPASPS,put,,american,2025-06-20,BATO,100,60.0,O:AAPL250620P00060000,AAPL
1756,,OPASPS,put,,american,2025-06-20,BATO,100,65.0,O:AAPL250620P00065000,AAPL
1757,,OPASPS,put,,american,2025-06-20,BATO,100,70.0,O:AAPL250620P00070000,AAPL
1758,,OPASPS,put,,american,2025-06-20,BATO,100,75.0,O:AAPL250620P00075000,AAPL
1759,,OPASPS,put,,american,2025-06-20,BATO,100,80.0,O:AAPL250620P00080000,AAPL
1760,,OPASPS,put,,american,2025-06-20,BATO,100,85.0,O:AAPL250620P00085000,AAPL
1761,,OPASPS,put,,american,2025-06-20,BATO,100,90.0,O:AAPL250620P00090000,AAPL
1762,,OPASPS,put,,american,2025-06-20,BATO,100,95.0,O:AAPL250620P00095000,AAPL
1763,,OPASPS,put,,american,2025-06-20,BATO,100,100.0,O:AAPL250620P00100000,AAPL
1764,,OPASPS,put,,american,2025-06-20,BATO,100,105.0,O:AAPL250620P00105000,AAPL
1765,,OPASPS,put,,american,2025-06-20,BATO,100,110.0,O:AAPL250620P00110000,AAPL
1766,,OPASPS,put,,american,2025-06-20,BATO,100,115.0,O:AAPL250620P00115000,AAPL
1767,,OPASPS,put,,american,2025-06-20,BATO,100,120.0,O:AAPL250620P00120000,AAPL
1768,,OPASPS,put,,american,2025-06-20,BATO,100,125.0,O:AAPL250620P00125000,AAPL
1769,,OPASPS,put,,american,2025-06-20,BATO,100,130.0,O:AAPL250620P00130000,AAPL
1770,,OPASPS,put,,american,2025-06-20,BATO,100,135.0,O:AAPL250620P00135000,AAPL
1771,,OPASPS,put,,american,2025-06-20,BATO,100,140.0,O:AAPL250620P00140000,AAPL
1772,,OPASPS,put,,american,2025-06-20,BATO,100,145.0,O:AAPL250620P00145000,AAPL
1773,,OPASPS,put,,american,2025-06-20,BATO,100,150.0,O:AAPL250620P00150000,AAPL
1774,,OPASPS,put,,american,2025-06-20,BATO,100,155.0,O:AAPL250620P00155000,AAPL
1775,,OPASPS,put,,american,2025-06-20,BATO,100,160.0,O:AAPL250620P00160000,AAPL
1776,,OPASPS,put,,american,2025-06-20,BATO,100,165.0,O:AAPL250620P00165000,AAPL
1777,,OPASPS,put,,american,2025-06-20,BATO,100,170.0,O:AAPL250620P00170000,AAPL
1778,,OPASPS,put,,american,2025-06-20,BATO,100,175.0,O:AAPL250620P00175000,AAPL
1779,,OPASPS,put,,american,2025-06-20,BATO,100,180.0,O:AAPL250620P00180000,AAPL
1780,,OPASPS,put,,american,2025-06-20,BATO,100,185.0,O:AAPL250620P00185000,AAPL
1781,,OPASPS,put,,american,2025-06-20,BATO,100,190.0,O:AAPL250620P00190000,AAPL
1782,,OPASPS,put,,american,2025-06-20,BATO,100,195.0,O:AAPL250620P00195000,AAPL
1783,,OPASPS,put,,american,2025-06-20,BATO,100,200.0,O:AAPL250620P00200000,AAPL
1784,,OPASPS,put,,american,2025-06-20,BATO,100,205.0,O:AAPL250620P00205000,AAPL
1785,,OPASPS,put,,american,2025-06-20,BATO,100,210.0,O:AAPL250620P00210000,AAPL
1786,,OPASPS,put,,american,2025-06-20,BATO,100,215.0,O:AAPL250620P00215000,AAPL
1787,,OPASPS,put,,american,2025-06-20,BATO,100,220.0,O:AAPL250620P00220000,AAPL
1788,,OPASPS,put,,american,2025-06-20,BATO,100,225.0,O:AAPL250620P00225000,AAPL
1789,,OPASPS,put,,american,2025-06-20,BATO,100,230.0,O:AAPL250620P00230000,AAPL
1790,,OPASPS,put,,american,2025-06-20,BATO,100,235.0,O:AAPL250620P00235000,AAPL
1791,,OPASPS,put,,american,2025-06-20,BATO,100,240.0,O:AAPL250620P00240000,AAPL
1792,,OPASPS,put,,american,2025-06-20,BATO,100,245.0,O:AAPL250620P00245000,AAPL
1793,,OPASPS,put,,american,2025-06-20,BATO,100,250.0,O:AAPL250620P00250000,AAPL
1794,,OPASPS,put,,american,2025-06-20,BATO,100,260.0,O:AAPL250620P00260000,AAPL
1795,,OPASPS,put,,american,2025-06-20,BATO,100,270.0,O:AAPL250620P00270000,AAPL
1796,,OPASPS,put,,american,2025-06-20,BATO,100,280.0,O:AAPL250620P00280000,AAPL
1797,,OPASPS,put,,american,2025-06-20,BATO,100,290.0,O:AAPL250620P00290000,AAPL
1798,,OPASPS,put,,american,2025-06-20,BATO,100,300.0,O:AAPL250620P00300000,AAPL
1799,,OPASPS,put,,american,2025-06-20,BATO,100,310.0,O:AAPL250620P00310000,AAPL
1800,,OCASPS,call,,american,2025-12-19,BATO,100,50.0,O:AAPL251219C00050000,AAPL
1801,,OCASPS,call,,american,2025-12-19,BATO,100,55.0,O:AAPL251219C00055000,AAPL
1802,,OCASPS,call,,american,2025-12-19,BATO,100,60.0,O:AAPL251219C00060000,AAPL
1803,,OCASPS,call,,american,2025-12-19,BATO,100,65.0,O:AAPL251219C00065000,AAPL
1804,,OCASPS,call,,american,2025-12-19,BATO,100,70.0,O:AAPL251219C00070000,AAPL
1805,,OCASPS,call,,american,2025-12-19,BATO,100,75.0,O:AAPL251219C00075000,AAPL
1806,,OCASPS,call,,american,2025-12-19,BATO,100,80.0,O:AAPL251219C00080000,AAPL
1807,,OCASPS,call,,american,2025-12-19,BATO,100,85.0,O:AAPL251219C00085000,AAPL
1808,,OCASPS,call,,american,2025-12-19,BATO,100,90.0,O:AAPL251219C00090000,AAPL
1809,,OCASPS,call,,american,2025-12-19,BATO,100,95.0,O:AAPL251219C00095000,AAPL
1810,,OCASPS,call,,american,2025-12-19,BATO,100,100.0,O:AAPL251219C00100000,AAPL
1811,,OCASPS,call,,american,2025-12-19,BATO,100,105.0,O:AAPL251219C00105000,AAPL
1812,,OCASPS,call,,american,2025-12-19,BATO,100,110.0,O:AAPL251219C00110000,AAPL
1813,,OCASPS,call,,american,2025-12-19,BATO,100,115.0,O:AAPL251219C00115000,AAPL
1814,,OCASPS,call,,american,2025-12-19,BATO,100,120.0,O:AAPL251219C00120000,AAPL
1815,,OCASPS,call,,american,2025-12-19,BATO,100,125.0,O:AAPL251219C00125000,AAPL
1816,,OCASPS,call,,american,2025-12-19,BATO,100,130.0,O:AAPL251219C00130000,AAPL
1817,,OCASPS,call,,american,2025-12-19,BATO,100,135.0,O:AAPL251219C00135000,AAPL
1818,,OCASPS,call,,american,2025-12-19,BATO,100,140.0,O:AAPL251219C00140000,AAPL
1819,,OCASPS,call,,american,2025-12-19,BATO,100,145.0,O:AAPL251219C00145000,AAPL
1820,,OCASPS,call,,american,2025-12-19,BATO,100,150.0,O:AAPL251219C00150000,AAPL
1821,,OCASPS,call,,american,2025-12-19,BATO,100,155.0,O:AAPL251219C00155000,AAPL
1822,,OCASPS,call,,american,2025-12-19,BATO,100,160.0,O:AAPL251219C00160000,AAPL
1823,,OCASPS,call,,american,2025-12-19,BATO,100,165.0,O:AAPL251219C00165000,AAPL
1824,,OCASPS,call,,american,2025-12-19,BATO,100,170.0,O:AAPL251219C00170000,AAPL
1825,,OCASPS,call,,american,2025-12-19,BATO,100,175.0,O:AAPL251219C00175000,AAPL
1826,,OCASPS,call,,american,2025-12-19,BATO,100,180.0,O:AAPL251219C00180000,AAPL
1827,,OCASPS,call,,american,2025-12-19,BATO,100,185.0,O:AAPL251219C00185000,AAPL
1828,,OCASPS,call,,american,2025-12-19,BATO,100,190.0,O:AAPL251219C00190000,AAPL
1829,,OCASPS,call,,american,2025-12-19,BATO,100,195.0,O:AAPL251219C00195000,AAPL
1830,,OCASPS,call,,american,2025-12-19,BATO,100,200.0,O:AAPL251219C00200000,AAPL
1831,,OCASPS,call,,american,2025-12-19,BATO,100,205.0,O:AAPL251219C00205000,AAPL
1832,,OCASPS,call,,american,2025-12-19,BATO,100,210.0,O:AAPL251219C00210000,AAPL
1833,,OCASPS,call,,american,2025-12-19,BATO,100,215.0,O:AAPL251219C00215000,AAPL
1834,,OCASPS,call,,american,2025-12-19,BATO,100,220.0,O:AAPL251219C00220000,AAPL
