,additional_underlyings,cfi,contract_type,correction,exercise_style,expiration_date,primary_exchange,shares_per_contract,strike_price,ticker,underlying_ticker
1279,,OPASPS,put,,american,2024-03-15,BATO,100,220.0,O:AAPL240315P00220000,AAPL
1280,,OPASPS,put,,american,2024-03-15,BATO,100,225.0,O:AAPL240315P00225000,AAPL
1281,,OPASPS,put,,american,2024-03-15,BATO,100,230.0,O:AAPL240315P00230000,AAPL
1282,,OPASPS,put,,american,2024-03-15,BATO,100,235.0,O:AAPL240315P00235000,AAPL
1283,,OPASPS,put,,american,2024-03-15,BATO,100,240.0,O:AAPL240315P00240000,AAPL
1284,,OPASPS,put,,american,2024-03-15,BATO,100,245.0,O:AAPL240315P00245000,AAPL
1285,,OPASPS,put,,american,2024-03-15,BATO,100,250.0,O:AAPL240315P00250000,AAPL
1286,,OPASPS,put,,american,2024-03-15,BATO,100,255.0,O:AAPL240315P00255000,AAPL
1287,,OPASPS,put,,american,2024-03-15,BATO,100,260.0,O:AAPL240315P00260000,AAPL
1288,,OPASPS,put,,american,2024-03-15,BATO,100,265.0,O:AAPL240315P00265000,AAPL
1289,,OPASPS,put,,american,2024-03-15,BATO,100,270.0,O:AAPL240315P00270000,AAPL
1290,,OPASPS,put,,american,2024-03-15,BATO,100,275.0,O:AAPL240315P00275000,AAPL
1291,,OPASPS,put,,american,2024-03-15,BATO,100,280.0,O:AAPL240315P00280000,AAPL
1292,,OPASPS,put,,american,2024-03-15,BATO,100,285.0,O:AAPL240315P00285000,AAPL
1293,,OPASPS,put,,american,2024-03-15,BATO,100,290.0,O:AAPL240315P00290000,AAPL
1294,,OPASPS,put,,american,2024-03-15,BATO,100,300.0,O:AAPL240315P00300000,AAPL
1295,,OPASPS,put,,american,2024-03-15,BATO,100,310.0,O:AAPL240315P00310000,AAPL
1296,,OCASPS,call,,american,2024-06-21,BATO,100,50.0,O:AAPL240621C00050000,AAPL
1297,,OCASPS,call,,american,2024-06-21,BATO,100,55.0,O:AAPL240621C00055000,AAPL
1298,,OCASPS,call,,american,2024-06-21,BATO,100,60.0,O:AAPL240621C00060000,AAPL
1299,,OCASPS,call,,american,2024-06-21,BATO,100,65.0,O:AAPL240621C00065000,AAPL
1300,,OCASPS,call,,american,2024-06-21,BATO,100,70.0,O:AAPL240621C00070000,AAPL
1301,,OCASPS,call,,american,2024-06-21,BATO,100,75.0,O:AAPL240621C00075000,AAPL
1302,,OCASPS,call,,american,2024-06-21,BATO,100,80.0,O:AAPL240621C00080000,AAPL
1303,,OCASPS,call,,american,2024-06-21,BATO,100,85.0,O:AAPL240621C00085000,AAPL
1304,,OCASPS,call,,american,2024-06-21,BATO,100,90.0,O:AAPL240621C00090000,AAPL
1305,,OCASPS,call,,american,2024-06-21,BATO,100,95.0,O:AAPL240621C00095000,AAPL
1306,,OCASPS,call,,american,2024-06-21,BATO,100,100.0,O:AAPL240621C00100000,AAPL
1307,,OCASPS,call,,american,2024-06-21,BATO,100,105.0,O:AAPL240621C00105000,AAPL
1308,,OCASPS,call,,american,2024-06-21,BATO,100,110.0,O:AAPL240621C00110000,AAPL
1309,,OCASPS,call,,american,2024-06-21,BATO,100,115.0,O:AAPL240621C00115000,AAPL
1310,,OCASPS,call,,american,2024-06-21,BATO,100,120.0,O:AAPL240621C00120000,AAPL
1311,,OCASPS,call,,american,2024-06-21,BATO,100,125.0,O:AAPL240621C00125000,AAPL
1312,,OCASPS,call,,american,2024-06-21,BATO,100,130.0,O:AAPL240621C00130000,AAPL
1313,,OCASPS,call,,american,2024-06-21,BATO,100,135.0,O:AAPL240621C00135000,AAPL
1314,,OCASPS,call,,american,2024-06-21,BATO,100,140.0,O:AAPL240621C00140000,AAPL
1315,,OCASPS,call,,american,2024-06-21,BATO,100,145.0,O:AAPL240621C00145000,AAPL
1316,,OCASPS,call,,american,2024-06-21,BATO,100,150.0,O:AAPL240621C00150000,AAPL
1317,,OCASPS,call,,american,2024-06-21,BATO,100,155.0,O:AAPL240621C00155000,AAPL
1318,,OCASPS,call,,american,2024-06-21,BATO,100,160.0,O:AAPL240621C00160000,AAPL
1319,,OCASPS,call,,american,2024-06-21,BATO,100,165.0,O:AAPL240621C00165000,AAPL
1320,,OCASPS,call,,american,2024-06-21,BATO,100,170.0,O:AAPL240621C00170000,AAPL
1321,,OCASPS,call,,american,2024-06-21,BATO,100,175.0,O:AAPL240621C00175000,AAPL
1322,,OCASPS,call,,american,2024-06-21,BATO,100,180.0,O:AAPL240621C00180000,AAPL
1323,,OCASPS,call,,american,2024-06-21,BATO,100,185.0,O:AAPL240621C00185000,AAPL
1324,,OCASPS,call,,american,2024-06-21,BATO,100,190.0,O:AAPL240621C00190000,AAPL
1325,,OCASPS,call,,american,2024-06-21,BATO,100,195.0,O:AAPL240621C00195000,AAPL
1326,,OCASPS,call,,american,2024-06-21,BATO,100,200.0,O:AAPL240621C00200000,AAPL
1327,,OCASPS,call,,american,2024-06-21,BATO,100,205.0,O:AAPL240621C00205000,AAPL
1328,,OCASPS,call,,american,2024-06-21,BATO,100,210.0,O:AAPL240621C00210000,AAPL
1329,,OCASPS,call,,american,2024-06-21,BATO,100,215.0,O:AAPL240621C00215000,AAPL
1330,,OCASPS,call,,american,2024-06-21,BATO,100,220.0,O:AAPL240621C00220000,AAPL
1331,,OCASPS,call,,american,2024-06-21,BATO,100,225.0,O:AAPL240621C00225000,AAPL
1332,,OCASPS,call,,american,2024-06-21,BATO,100,230.0,O:AAPL240621C00230000,AAPL
1333,,OCASPS,call,,american,2024-06-21,BATO,100,235.0,O:AAPL240621C00235000,AAPL
1334,,OCASPS,call,,american,2024-06-21,BATO,100,240.0,O:AAPL240621C00240000,AAPL
1335,,OCASPS,call,,american,2024-06-21,BATO,100,245.0,O:AAPL240621C00245000,AAPL
1336,,OCASPS,call,,american,2024-06-21,BATO,100,250.0,O:AAPL240621C00250000,AAPL
1337,,OCASPS,call,,american,2024-06-21,BATO,100,255.0,O:AAPL240621C00255000,AAPL
1338,,OCASPS,call,,american,2024-06-21,BATO,100,260.0,O:AAPL240621C00260000,AAPL
1339,,OCASPS,call,,american,2024-06-21,BATO,100,265.0,O:AAPL240621C00265000,AAPL
1340,,OCASPS,call,,american,2024-06-21,BATO,100,270.0,O:AAPL240621C00270000,AAPL
1341,,OCASPS,call,,american,2024-06-21,BATO,100,275.0,O:AAPL240621C00275000,AAPL
1342,,OCASPS,call,,american,2024-06-21,BATO,100,280.0,O:AAPL240621C00280000,AAPL
1343,,OCASPS,call,,american,2024-06-21,BATO,100,285.0,O:AAPL240621C00285000,AAPL
1344,,OCASPS,call,,american,2024-06-21,BATO,100,290.0,O:AAPL240621C00290000,AAPL
1345,,OCASPS,call,,american,2024-06-21,BATO,100,300.0,O:AAPL240621C00300000,AAPL
1346,,OCASPS,call,,american,2024-06-21,BATO,100,310.0,O:AAPL240621C00310000,AAPL
1347,,OCASPS,call,,american,2024-06-21,BATO,100,320.0,O:AAPL240621C00320000,AAPL
1348,,OPASPS,put,,american,2024-06-21,BATO,100,50.0,O:AAPL240621P00050000,AAPL
1349,,OPASPS,put,,american,2024-06-21,BATO,100,55.0,O:AAPL240621P00055000,AAPL
1350,,OPASPS,put,,american,2024-06-21,BATO,100,60.0,O:AAPL240621P00060000,AAPL
1351,,OPASPS,put,,american,2024-06-21,BATO,100,65.0,O:AAPL240621P00065000,AAPL
1352,,OPASPS,put,,american,2024-06-21,BATO,100,70.0,O:AAPL240621P00070000,AAPL
1353,,OPASPS,put,,american,2024-06-21,BATO,100,75.0,O:AAPL240621P00075000,AAPL
1354,,OPASPS,put,,american,2024-06-21,BATO,100,80.0,O:AAPL240621P00080000,AAPL
1355,,OPASPS,put,,american,2024-06-21,BATO,100,85.0,O:AAPL240621P00085000,AAPL
1356,,OPASPS,put,,american,2024-06-21,BATO,100,90.0,O:AAPL240621P00090000,AAPL
1357,,OPASPS,put,,american,2024-06-21,BATO,100,95.0,O:AAPL240621P00095000,AAPL
1358,,OPASPS,put,,american,2024-06-21,BATO,100,100.0,O:AAPL240621P00100000,AAPL
1359,,OPASPS,put,,american,2024-06-21,BATO,100,105.0,O:AAPL240621P00105000,AAPL
1360,,OPASPS,put,,american,2024-06-21,BATO,100,110.0,O:AAPL240621P00110000,AAPL
1361,,OPASPS,put,,american,2024-06-21,BATO,100,115.0,O:AAPL240621P00115000,AAPL
1362,,OPASPS,put,,american,2024-06-21,BATO,100,120.0,O:AAPL240621P00120000,AAPL
1363,,OPASPS,put,,american,2024-06-21,BATO,100,125.0,O:AAPL240621P00125000,AAPL
1364,,OPASPS,put,,american,2024-06-21,BATO,100,130.0,O:AAPL240621P00130000,AAPL
1365,,OPASPS,put,,american,2024-06-21,BATO,100,135.0,O:AAPL240621P00135000,AAPL
1366,,OPASPS,put,,american,2024-06-21,BATO,100,140.0,O:AAPL240621P00140000,AAPL
1367,,OPASPS,put,,american,2024-06-21,BATO,100,145.0,O:AAPL240621P00145000,AAPL
1368,,OPASPS,put,,american,2024-06-21,BATO,100,150.0,O:AAPL240621P00150000,AAPL
1369,,OPASPS,put,,american,2024-06-21,BATO,100,155.0,O:AAPL240621P00155000,AAPL
1370,,OPASPS,put,,american,2024-06-21,BATO,100,160.0,O:AAPL240621P00160000,AAPL
1371,,OPASPS,put,,american,2024-06-21,BATO,100,165.0,O:AAPL240621P00165000,AAPL
1372,,OPASPS,put,,american,2024-06-21,BATO,100,170.0,O:AAPL240621P00170000,AAPL
1373,,OPASPS,put,,american,2024-06-21,BATO,100,175.0,O:AAPL240621P00175000,AAPL
1374,,OPASPS,put,,american,2024-06-21,BATO,100,180.0,O:AAPL240621P00180000,AAPL
1375,,OPASPS,put,,american,2024-06-21,BATO,100,185.0,O:AAPL240621P00185000,AAPL
1376,,OPASPS,put,,american,2024-06-21,BATO,100,190.0,O:AAPL240621P00190000,AAPL
1377,,OPASPS,put,,american,2024-06-21,BATO,100,195.0,O:AAPL240621P00195000,AAPL
1378,,OPASPS,put,,american,2024-06-21,BATO,100,200.0,O:AAPL240621P00200000,AAPL
1379,,OPASPS,put,,american,2024-06-21,BATO,100,205.0,O:AAPL240621P00205000,AAPL
1380,,OPASPS,put,,american,2024-06-21,BATO,100,210.0,O:AAPL240621P00210000,AAPL
1381,,OPASPS,put,,american,2024-06-21,BATO,100,215.0,O:AAPL240621P00215000,AAPL
1382,,OPASPS,put,,american,2024-06-21,BATO,100,220.0,O:AAPL240621P00220000,AAPL
1383,,OPASPS,put,,american,2024-06-21,BATO,100,225.0,O:AAPL240621P00225000,AAPL
1384,,OPASPS,put,,american,2024-06-21,BATO,100,230.0,O:AAPL240621P00230000,AAPL
1385,,OPASPS,put,,american,2024-06-21,BATO,100,235.0,O:AAPL240621P00235000,AAPL
1386,,OPASPS,put,,american,2024-06-21,BATO,100,240.0,O:AAPL240621P00240000,AAPL
1387,,OPASPS,put,,american,2024-06-21,BATO,100,245.0,O:AAPL240621P00245000,AAPL
1388,,OPASPS,put,,american,2024-06-21,BATO,100,250.0,O:AAPL240621P00250000,AAPL
1389,,OPASPS,put,,american,2024-06-21,BATO,100,255.0,O:AAPL240621P00255000,AAPL
1390,,OPASPS,put,,american,2024-06-21,BATO,100,260.0,O:AAPL240621P00260000,AAPL
1391,,OPASPS,put,,american,2024-06-21,BATO,100,265.0,O:AAPL240621P00265000,AAPL
1392,,OPASPS,put,,american,2024-06-21,BATO,100,270.0,O:AAPL240621P00270000,AAPL
1393,,OPASPS,put,,american,2024-06-21,BATO,100,275.0,O:AAPL240621P00275000,AAPL
1394,,OPASPS,put,,american,2024-06-21,BATO,100,280.0,O:AAPL240621P00280000,AAPL
1395,,OPASPS,put,,american,2024-06-21,BATO,100,285.0,O:AAPL240621P00285000,AAPL
1396,,OPASPS,put,,american,2024-06-21,BATO,100,290.0,O:AAPL240621P00290000,AAPL
1397,,OPASPS,put,,american,2024-06-21,BATO,100,300.0,O:AAPL240621P00300000,AAPL
1398,,OPASPS,put,,american,2024-06-21,BATO,100,310.0,O:AAPL240621P00310000,AAPL
1399,,OPASPS,put,,american,2024-06-21,BATO,100,320.0,O:AAPL240621P00320000,AAPL
1400,,OCASPS,call,,american,2024-09-20,BATO,100,50.0,O:AAPL240920C00050000,AAPL
1401,,OCASPS,call,,american,2024-09-20,BATO,100,55.0,O:AAPL240920C00055000,AAPL
1402,,OCASPS,call,,american,2024-09-20,BATO,100,60.0,O:AAPL240920C00060000,AAPL
1403,,OCASPS,call,,american,2024-09-20,BATO,100,65.0,O:AAPL240920C00065000,AAPL
1404,,OCASPS,call,,american,2024-09-20,BATO,100,70.0,O:AAPL240920C00070000,AAPL
1405,,OCASPS,call,,american,2024-09-20,BATO,100,75.0,O:AAPL240920C00075000,AAPL
1406,,OCASPS,call,,american,2024-09-20,BATO,100,80.0,O:AAPL240920C00080000,AAPL
1407,,OCASPS,call,,american,2024-09-20,BATO,100,85.0,O:AAPL240920C00085000,AAPL
1408,,OCASPS,call,,american,2024-09-20,BATO,100,90.0,O:AAPL240920C00090000,AAPL
1409,,OCASPS,call,,american,2024-09-20,BATO,100,95.0,O:AAPL240920C00095000,AAPL
1410,,OCASPS,call,,american,2024-09-20,BATO,100,100.0,O:AAPL240920C00100000,AAPL
1411,,OCASPS,call,,american,2024-09-20,BATO,100,105.0,O:AAPL240920C00105000,AAPL
1412,,OCASPS,call,,american,2024-09-20,BATO,100,110.0,O:AAPL240920C00110000,AAPL
1413,,OCASPS,call,,american,2024-09-20,BATO,100,115.0,O:AAPL240920C00115000,AAPL
1414,,OCASPS,call,,american,2024-09-20,BATO,100,120.0,O:AAPL240920C00120000,AAPL
1415,,OCASPS,call,,american,2024-09-20,BATO,100,125.0,O:AAPL240920C00125000,AAPL
1416,,OCASPS,call,,american,2024-09-20,BATO,100,130.0,O:AAPL240920C00130000,AAPL
1417,,OCASPS,call,,american,2024-09-20,BATO,100,135.0,O:AAPL240920C00135000,AAPL
1418,,OCASPS,call,,american,2024-09-20,BATO,100,140.0,O:AAPL240920C00140000,AAPL
1419,,OCASPS,call,,american,2024-09-20,BATO,100,145.0,O:AAPL240920C00145000,AAPL
1420,,OCASPS,call,,american,2024-09-20,BATO,100,150.0,O:AAPL240920C00150000,AAPL
1421,,OCASPS,call,,american,2024-09-20,BATO,100,155.0,O:AAPL240920C00155000,AAPL
1422,,OCASPS,call,,american,2024-09-20,BATO,100,160.0,O:AAPL240920C00160000,AAPL
1423,,OCASPS,call,,american,2024-09-20,BATO,100,165.0,O:AAPL240920C00165000,AAPL
1424,,OCASPS,call,,american,2024-09-20,BATO,100,170.0,O:AAPL240920C00170000,AAPL
1425,,OCASPS,call,,american,2024-09-20,BATO,100,175.0,O:AAPL240920C00175000,AAPL
1426,,OCASPS,call,,american,2024-09-20,BATO,100,180.0,O:AAPL240920C00180000,AAPL
1427,,OCASPS,call,,american,2024-09-20,BATO,100,185.0,O:AAPL240920C00185000,AAPL
1428,,OCASPS,call,,american,2024-09-20,BATO,100,190.0,O:AAPL240920C00190000,AAPL
1429,,OCASPS,call,,american,2024-09-20,BATO,100,195.0,O:AAPL240920C00195000,AAPL
1430,,OCASPS,call,,american,2024-09-20,BATO,100,200.0,O:AAPL240920C00200000,AAPL
1431,,OCASPS,call,,american,2024-09-20,BATO,100,205.0,O:AAPL240920C00205000,AAPL
1432,,OCASPS,call,,american,2024-09-20,BATO,100,210.0,O:AAPL240920C00210000,AAPL
1433,,OCASPS,call,,american,2024-09-20,BATO,100,215.0,O:AAPL240920C00215000,AAPL
1434,,OCASPS,call,,american,2024-09-20,BATO,100,220.0,O:AAPL240920C00220000,AAPL
1435,,OCASPS,call,,american,2024-09-20,BATO,100,225.0,O:AAPL240920C00225000,AAPL
1436,,OCASPS,call,,american,2024-09-20,BATO,100,230.0,O:AAPL240920C00230000,AAPL
1437,,OCASPS,call,,american,2024-09-20,BATO,100,235.0,O:AAPL240920C00235000,AAPL
1438,,OCASPS,call,,american,2024-09-20,BATO,100,240.0,O:AAPL240920C00240000,AAPL
1439,,OCASPS,call,,american,2024-09-20,BATO,100,245.0,O:AAPL240920C00245000,AAPL
1440,,OCASPS,call,,american,2024-09-20,BATO,100,250.0,O:AAPL240920C00250000,AAPL
1441,,OCASPS,call,,american,2024-09-20,BATO,100,255.0,O:AAPL240920C00255000,AAPL
1442,,OCASPS,call,,american,2024-09-20,BATO,100,260.0,O:AAPL240920C00260000,AAPL
1443,,OCASPS,call,,american,2024-09-20,BATO,100,265.0,O:AAPL240920C00265000,AAPL
1444,,OCASPS,call,,american,2024-09-20,BATO,100,270.0,O:AAPL240920C00270000,AAPL
1445,,OCASPS,call,,american,2024-09-20,BATO,100,280.0,O:AAPL240920C00280000,AAPL
1446,,OCASPS,call,,american,2024-09-20,BATO,100,290.0,O:AAPL240920C00290000,AAPL
1447,,OCASPS,call,,american,2024-09-20,BATO,100,300.0,O:AAPL240920C00300000,AAPL
1448,,OCASPS,call,,american,2024-09-20,BATO,100,310.0,O:AAPL240920C00310000,AAPL
1449,,OPASPS,put,,american,2024-09-20,BATO,100,50.0,O:AAPL240920P00050000,AAPL
1450,,OPASPS,put,,american,2024-09-20,BATO,100,55.0,O:AAPL240920P00055000,AAPL
1451,,OPASPS,put,,american,2024-09-20,BATO,100,60.0,O:AAPL240920P00060000,AAPL
1452,,OPASPS,put,,american,2024-09-20,BATO,100,65.0,O:AAPL240920P00065000,AAPL
1453,,OPASPS,put,,american,2024-09-20,BATO,100,70.0,O:AAPL240920P00070000,AAPL
1454,,OPASPS,put,,american,2024-09-20,BATO,100,75.0,O:AAPL240920P00075000,AAPL
1455,,OPASPS,put,,american,2024-09-20,BATO,100,80.0,O:AAPL240920P00080000,AAPL
1456,,OPASPS,put,,american,2024-09-20,BATO,100,85.0,O:AAPL240920P00085000,AAPL
1457,,OPASPS,put,,american,2024-09-20,BATO,100,90.0,O:AAPL240920P00090000,AAPL
1458,,OPASPS,put,,american,2024-09-20,BATO,100,95.0,O:AAPL240920P00095000,AAPL
1459,,OPASPS,put,,american,2024-09-20,BATO,100,100.0,O:AAPL240920P00100000,AAPL
1460,,OPASPS,put,,american,2024-09-20,BATO,100,105.0,O:AAPL240920P00105000,AAPL
1461,,OPASPS,put,,american,2024-09-20,BATO,100,110.0,O:AAPL240920P00110000,AAPL
1462,,OPASPS,put,,american,2024-09-20,BATO,100,115.0,O:AAPL240920P00115000,AAPL
1463,,OPASPS,put,,american,2024-09-20,BATO,100,120.0,O:AAPL240920P00120000,AAPL
1464,,OPASPS,put,,american,2024-09-20,BATO,100,125.0,O:AAPL240920P00125000,AAPL
1465,,OPASPS,put,,american,2024-09-20,BATO,100,130.0,O:AAPL240920P00130000,AAPL
1466,,OPASPS,put,,american,2024-09-20,BATO,100,135.0,O:AAPL240920P00135000,AAPL
1467,,OPASPS,put,,american,2024-09-20,BATO,100,140.0,O:AAPL240920P00140000,AAPL
1468,,OPASPS,put,,american,2024-09-20,BATO,100,145.0,O:AAPL240920P00145000,AAPL
1469,,OPASPS,put,,american,2024-09-20,BATO,100,150.0,O:AAPL240920P00150000,AAPL
1470,,OPASPS,put,,american,2024-09-20,BATO,100,155.0,O:AAPL240920P00155000,AAPL
1471,,OPASPS,put,,american,2024-09-20,BATO,100,160.0,O:AAPL240920P00160000,AAPL
1472,,OPASPS,put,,american,2024-09-20,BATO,100,165.0,O:AAPL240920P00165000,AAPL
1473,,OPASPS,put,,american,2024-09-20,BATO,100,170.0,O:AAPL240920P00170000,AAPL
1474,,OPASPS,put,,american,2024-09-20,BATO,100,175.0,O:AAPL240920P00175000,AAPL
1475,,OPASPS,put,,american,2024-09-20,BATO,100,180.0,O:AAPL240920P00180000,AAPL
1476,,OPASPS,put,,american,2024-09-20,BATO,100,185.0,O:AAPL240920P00185000,AAPL
1477,,OPASPS,put,,american,2024-09-20,BATO,100,190.0,O:AAPL240920P00190000,AAPL
1478,,OPASPS,put,,american,2024-09-20,BATO,100,195.0,O:AAPL240920P00195000,AAPL
1479,,OPASPS,put,,american,2024-09-20,BATO,100,200.0,O:AAPL240920P00200000,AAPL
1480,,OPASPS,put,,american,2024-09-20,BATO,100,205.0,O:AAPL240920P00205000,AAPL
1481,,OPASPS,put,,american,2024-09-20,BATO,100,210.0,O:AAPL240920P00210000,AAPL
1482,,OPASPS,put,,american,2024-09-20,BATO,100,215.0,O:AAPL240920P00215000,AAPL
1483,,OPASPS,put,,american,2024-09-20,BATO,100,220.0,O:AAPL240920P00220000,AAPL
1484,,OPASPS,put,,american,2024-09-20,BATO,100,225.0,O:AAPL240920P00225000,AAPL
1485,,OPASPS,put,,american,2024-09-20,BATO,100,230.0,O:AAPL240920P00230000,AAPL
1486,,OPASPS,put,,american,2024-09-20,BATO,100,235.0,O:AAPL240920P00235000,AAPL
1487,,OPASPS,put,,american,2024-09-20,BATO,100,240.0,O:AAPL240920P00240000,AAPL
1488,,OPASPS,put,,american,2024-09-20,BATO,100,245.0,O:AAPL240920P00245000,AAPL
1489,,OPASPS,put,,american,2024-09-20,BATO,100,250.0,O:AAPL240920P00250000,AAPL
1490,,OPASPS,put,,american,2024-09-20,BATO,100,255.0,O:AAPL240920P00255000,AAPL
1491,,OPASPS,put,,american,2024-09-20,BATO,100,260.0,O:AAPL240920P00260000,AAPL
1492,,OPASPS,put,,american,2024-09-20,BATO,100,265.0,O:AAPL240920P00265000,AAPL
1493,,OPASPS,put,,american,2024-09-20,BATO,100,270.0,O:AAPL240920P00270000,AAPL
1494,,OPASPS,put,,american,2024-09-20,BATO,100,280.0,O:AAPL240920P00280000,AAPL
1495,,OPASPS,put,,american,2024-09-20,BATO,100,290.0,O:AAPL240920P00290000,AAPL
1496,,OPASPS,put,,american,2024-09-20,BATO,100,300.0,O:AAPL240920P00300000,AAPL
1497,,OPASPS,put,,american,2024-09-20,BATO,100,310.0,O:AAPL240920P00310000,AAPL
1498,,OCASPS,call,,american,2024-12-20,BATO,100,50.0,O:AAPL241220C00050000,AAPL
1499,,OCASPS,call,,american,2024-12-20,BATO,100,55.0,O:AAPL241220C00055000,AAPL
1500,,OCASPS,call,,american,2024-12-20,BATO,100,60.0,O:AAPL241220C00060000,AAPL
1501,,OCASPS,call,,american,2024-12-20,BATO,100,65.0,O:AAPL241220C00065000,AAPL
1502,,OCASPS,call,,american,2024-12-20,BATO,100,70.0,O:AAPL241220C00070000,AAPL
1503,,OCASPS,call,,american,2024-12-20,BATO,100,75.0,O:AAPL241220C00075000,AAPL
1504,,OCASPS,call,,american,2024-12-20,BATO,100,80.0,O:AAPL241220C00080000,AAPL
1505,,OCASPS,call,,american,2024-12-20,BATO,100,85.0,O:AAPL241220C00085000,AAPL
1506,,OCASPS,call,,american,2024-12-20,BATO,100,90.0,O:AAPL241220C00090000,AAPL
1507,,OCASPS,call,,american,2024-12-20,BATO,100,95.0,O:AAPL241220C00095000,AAPL
1508,,OCASPS,call,,american,2024-12-20,BATO,100,100.0,O:AAPL241220C00100000,AAPL
1509,,OCASPS,call,,american,2024-12-20,BATO,100,105.0,O:AAPL241220C00105000,AAPL
1510,,OCASPS,call,,american,2024-12-20,BATO,100,110.0,O:AAPL241220C00110000,AAPL
1511,,OCASPS,call,,american,2024-12-20,BATO,100,115.0,O:AAPL241220C00115000,AAPL
1512,,OCASPS,call,,american,2024-12-20,BATO,100,120.0,O:AAPL241220C00120000,AAPL
1513,,OCASPS,call,,american,2024-12-20,BATO,100,125.0,O:AAPL241220C00125000,AAPL
1514,,OCASPS,call,,american,2024-12-20,BATO,100,130.0,O:AAPL241220C00130000,AAPL
1515,,OCASPS,call,,american,2024-12-20,BATO,100,135.0,O:AAPL241220C00135000,AAPL
1516,,OCASPS,call,,american,2024-12-20,BATO,100,140.0,O:AAPL241220C00140000,AAPL
1517,,OCASPS,call,,american,2024-12-20,BATO,100,145.0,O:AAPL241220C00145000,AAPL
1518,,OCASPS,call,,american,2024-12-20,BATO,100,150.0,O:AAPL241220C00150000,AAPL
1519,,OCASPS,call,,american,2024-12-20,BATO,100,155.0,O:AAPL241220C00155000,AAPL
1520,,OCASPS,call,,american,2024-12-20,BATO,100,160.0,O:AAPL241220C00160000,AAPL
1521,,OCASPS,call,,american,2024-12-20,BATO,100,165.0,O:AAPL241220C00165000,AAPL
1522,,OCASPS,call,,american,2024-12-20,BATO,100,170.0,O:AAPL241220C00170000,AAPL
1523,,OCASPS,call,,american,2024-12-20,BATO,100,175.0,O:AAPL241220C00175000,AAPL
1524,,OCASPS,call,,american,2024-12-20,BATO,100,180.0,O:AAPL241220C00180000,AAPL
1525,,OCASPS,call,,american,2024-12-20,BATO,100,185.0,O:AAPL241220C00185000,AAPL
1526,,OCASPS,call,,american,2024-12-20,BATO,100,190.0,O:AAPL241220C00190000,AAPL
1527,,OCASPS,call,,american,2024-12-20,BATO,100,195.0,O:AAPL241220C00195000,AAPL
1528,,OCASPS,call,,american,2024-12-20,BATO,100,200.0,O:AAPL241220C00200000,AAPL
1529,,OCASPS,call,,american,2024-12-20,BATO,100,205.0,O:AAPL241220C00205000,AAPL
1530,,OCASPS,call,,american,2024-12-20,BATO,100,210.0,O:AAPL241220C00210000,AAPL
1531,,OCASPS,call,,american,2024-12-20,BATO,100,215.0,O:AAPL241220C00215000,AAPL
1532,,OCASPS,call,,american,2024-12-20,BATO,100,220.0,O:AAPL241220C00220000,AAPL
1533,,OCASPS,call,,american,2024-12-20,BATO,100,225.0,O:AAPL241220C00225000,AAPL
1534,,OCASPS,call,,american,2024-12-20,BATO,100,230.0,O:AAPL241220C00230000,AAPL
1535,,OCASPS,call,,american,2024-12-20,BATO,100,235.0,O:AAPL241220C00235000,AAPL
1536,,OCASPS,call,,american,2024-12-20,BATO,100,240.0,O:AAPL241220C00240000,AAPL
1537,,OCASPS,call,,american,2024-12-20,BATO,100,245.0,O:AAPL241220C00245000,AAPL
1538,,OCASPS,call,,american,2024-12-20,BATO,100,250.0,O:AAPL241220C00250000,AAPL
1539,,OCASPS,call,,american,2024-12-20,BATO,100,255.0,O:AAPL241220C00255000,AAPL
1540,,OCASPS,call,,american,2024-12-20,BATO,100,260.0,O:AAPL241220C00260000,AAPL
1541,,OCASPS,call,,american,2024-12-20,BATO,100,265.0,O:AAPL241220C00265000,AAPL
1542,,OCASPS,call,,american,2024-12-20,BATO,100,270.0,O:AAPL241220C00270000,AAPL
1543,,OCASPS,call,,american,2024-12-20,BATO,100,275.0,O:AAPL241220C00275000,AAPL
1544,,OCASPS,call,,american,2024-12-20,BATO,100,280.0,O:AAPL241220C00280000,AAPL
1545,,OCASPS,call,,american,2024-12-20,BATO,100,285.0,O:AAPL241220C00285000,AAPL
1546,,OCASPS,call,,american,2024-12-20,BATO,100,290.0,O:AAPL241220C00290000,AAPL
1547,,OCASPS,call,,american,2024-12-20,BATO,100,295.0,O:AAPL241220C00295000,AAPL
1548,,OCASPS,call,,american,2024-12-20,BATO,100,300.0,O:AAPL241220C00300000,AAPL
1549,,OCASPS,call,,american,2024-12-20,BATO,100,305.0,O:AAPL241220C00305000,AAPL
1550,,OCASPS,call,,american,2024-12-20,BATO,100,310.0,O:AAPL241220C00310000,AAPL
1551,,OPASPS,put,,american,2024-12-20,BATO,100,50.0,O:AAPL241220P00050000,AAPL
1552,,OPASPS,put,,american,2024-12-20,BATO,100,55.0,O:AAPL241220P00055000,AAPL
1553,,OPASPS,put,,american,2024-12-20,BATO,100,60.0,O:AAPL241220P00060000,AAPL
1554,,OPASPS,put,,american,2024-12-20,BATO,100,65.0,O:AAPL241220P00065000,AAPL
1555,,OPASPS,put,,american,2024-12-20,BATO,100,70.0,O:AAPL241220P00070000,AAPL
1556,,OPASPS,put,,american,2024-12-20,BATO,100,75.0,O:AAPL241220P00075000,AAPL
